Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,_query_make,_query_model,_query_year,report_date_iso
Hyundai Motor America,23V181000,False,True,False,,17/03/2023,TRAILER HITCHES,"Hyundai Motor America (Hyundai) is recalling certain 2019-2023 Santa Fe, 2021-2023 Santa Fe HEV, 2022-2023 Santa Fe Plug-in HEV and Santa Cruz vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will install a new fuse and wire extension kit as necessary, free of charge.  Owner notification letters were mailed starting May 16, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 244.  This recall is an expansion of previous recall number 22V-633.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2023,2023-03-17
Hyundai Motor America,24V412000,False,False,False,,05/06/2024,STEERING:ELECTRIC POWER ASSIST SYSTEM,"Hyundai Motor America (Hyundai) is recalling certain 2024 Tucson and Santa Cruz vehicles.  The circuit board in the motor-driven power steering assembly may short circuit, resulting in a loss of power steering assist.",A loss of power steering assist can increase the risk of a crash.,"Dealers will replace the motor-driven power steering electric power pack, free of charge.  Owner notification letters were mailed July 11, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 261.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2024,2024-06-05
Hyundai Motor America,24V877000,False,False,False,,20/11/2024,ELECTRICAL SYSTEM:WIRING,"Hyundai Motor America (Hyundai) is recalling certain 2025 Tucson and Santa Cruz vehicles.  The console extension wiring assembly may be routed improperly, allowing the transmission to be shifted out of Park without applying the brake pedal.","A transmission that can shift out of Park without applying the brake pedal can result in a vehicle roll away, increasing the risk of a crash.","Owners are advised to use the parking brake when parking the vehicle.  Dealers will reroute the console extension wiring assembly, free of charge.  Owner notification letters were mailed December 17, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 273.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2025,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2025,2024-11-20
Hyundai Motor America,25V809000,False,False,False,,21/11/2025,AIR BAGS:SIDE/WINDOW:CURTAIN,"Hyundai Motor America (Hyundai) is recalling certain 2025 Tucson, 2025-2026 Santa Cruz, Santa Fe, Santa Fe Hybrid, and 2026 Genesis GV70 vehicles. The side curtain air bags may not have been installed properly, which can cause the air bags not to deploy as intended.",Side curtain air bags that do not deploy as intended increase the risk of injury in a crash.,"Dealers will reinstall the side curtain air bags, free of charge. Owner notification letters were mailed beginning December 29, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's numbers for this recall are 289 and 029G. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on November 22, 2025.",,2025,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2025,2025-11-21
Hyundai Motor America,26V316000,False,False,False,,19/05/2026,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",Unexpected braking increases the risk of a crash.,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.",,2025,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2025,2026-05-19
Hyundai Motor America,25V809000,False,False,False,,21/11/2025,AIR BAGS:SIDE/WINDOW:CURTAIN,"Hyundai Motor America (Hyundai) is recalling certain 2025 Tucson, 2025-2026 Santa Cruz, Santa Fe, Santa Fe Hybrid, and 2026 Genesis GV70 vehicles. The side curtain air bags may not have been installed properly, which can cause the air bags not to deploy as intended.",Side curtain air bags that do not deploy as intended increase the risk of injury in a crash.,"Dealers will reinstall the side curtain air bags, free of charge. Owner notification letters were mailed beginning December 29, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's numbers for this recall are 289 and 029G. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on November 22, 2025.",,2026,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2026,2025-11-21
Hyundai Motor America,26V047000,False,False,False,,27/01/2026,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,2026,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2026,2026-01-27
Hyundai Motor America,26V316000,False,False,False,,19/05/2026,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",Unexpected braking increases the risk of a crash.,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.",,2026,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2026,2026-05-19
Hyundai Motor America,22V324000,False,False,False,,11/05/2022,PARKING BRAKE:ELECTRICAL:CONTROL MODULE:SOFTWARE,"Hyundai Motor America (Hyundai) is recalling certain 2022 Ioniq 5 vehicles.  A software error in the Shifter Control Unit (SCU) may disengage the parking mechanism, which can allow the vehicle to rollaway.",Vehicle rollaway can increase the risk of a crash or injury.,"Drivers are recommended to use the Electronic Parking Brake (EPB) when parking their vehicles until the remedy has been performed.  Dealers will update the Shifter Control Unit software, free of charge.  Owner notification letters were mailed July 14, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 228.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,IONIQ 5,HYUNDAI,IONIQ 5,2022,2022-05-11
Hyundai Motor America,24V204000,False,False,False,PE23011,15/03/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2024 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"This recall is replaced by NHTSA recall number 24V-868.  Vehicles already repaired under this recall will need to have the new remedy completed. Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed April 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 257/021G.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,IONIQ 5,HYUNDAI,IONIQ 5,2022,2024-03-15
Hyundai Motor America,24V868000,False,False,False,,18/11/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2025 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed December 20, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460 or Genesis customer service at 1-844-340-9741.  Hyundai's numbers for this recall are 272 (Hyundai) and 025G (Genesis).  This recall expands and replaces previous recall number 24V-204. Vehicles previously repaired under recall 24V-204 will need to have the new remedy completed.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2022,HYUNDAI,IONIQ 5,HYUNDAI,IONIQ 5,2022,2024-11-18
Hyundai Motor America,24V065000,False,False,False,,01/02/2024,POWER TRAIN:DRIVELINE:DRIVESHAFT,"Hyundai Motor America (Hyundai) is recalling certain 2023 IONIQ 5, IONIQ 6, and Genesis GV60 vehicles.  The rear inner driveshaft may have been improperly heat-treated, allowing it to break under load and resulting in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will replace the rear inner driveshaft, free of charge.  Owner notification letters were mailed March 29, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's numbers for this recall are 253(H), 017G(G).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,HYUNDAI,IONIQ 5,HYUNDAI,IONIQ 5,2023,2024-02-01
Hyundai Motor America,24V204000,False,False,False,PE23011,15/03/2024,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2024 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"This recall is replaced by NHTSA recall number 24V-868.  Vehicles already repaired under this recall will need to have the new remedy completed. Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed April 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 257/021G.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,HYUNDAI,IONIQ 5,HYUNDAI,IONIQ 5,2023,2024-03-15
